Date,Open,High,Low,Close,Adj Close,Volume
17/04/2018,111.370003,111.919998,109.989998,110.209999,108.852058,15501400
18/04/2018,110.529999,111.07,108.889999,109.32,107.973022,16081400
19/04/2018,109.529999,111.870003,109.5,111.720001,110.343452,17911000
20/04/2018,112.300003,112.739998,110.879997,111.470001,110.096535,15584400
23/04/2018,111.57,111.949997,110.629997,110.93,109.563194,11285800
24/04/2018,111.75,112.900002,109.589996,110.410004,109.049599,16453100
25/04/2018,110.269997,110.529999,108.599998,109.989998,108.634773,13548200
26/04/2018,109.970001,110.82,109.339996,110.099998,108.743416,10299500
27/04/2018,109.550003,110.160004,109.129997,109.400002,108.052048,9384000
30/04/2018,109.75,110.300003,108.75,108.779999,107.439682,13744900
01/05/2018,108.449997,108.970001,107.540001,108.779999,107.439682,10503400
02/05/2018,108.110001,109.489998,107.730003,107.919998,106.590271,12162100
03/05/2018,107.589996,107.769997,105.18,107.239998,105.918655,15379100
04/05/2018,106.43,108.739998,105.980003,108.43,107.093994,11967900
07/05/2018,108.760002,109.68,108.360001,109.370003,108.022415,9356700
08/05/2018,109.529999,111.339996,109.279999,110.989998,109.622444,12543200
09/05/2018,111.440002,113.639999,111.029999,113.410004,112.012634,11368100
10/05/2018,113.190002,114.440002,112.75,114.290001,112.88179,9159700
11/05/2018,114.489998,114.730003,113.669998,113.860001,112.457085,10253000
14/05/2018,114.110001,114.699997,113.739998,113.900002,112.496597,8710700
15/05/2018,113.910004,113.910004,112.57,113.029999,111.637314,11536200
16/05/2018,112.889999,113.690002,112.629997,113.339996,111.943497,7571100
17/05/2018,113.199997,113.410004,112.199997,112.959999,111.568176,8617200
18/05/2018,112.75,112.800003,110.839996,111.129997,109.760719,11806300
21/05/2018,112.050003,112.540001,111.919998,112.150002,110.768166,9441900
22/05/2018,112.349998,114.290001,112.290001,113.010002,111.617561,11507600
23/05/2018,112.510002,112.769997,111.120003,112.489998,111.103966,11119300
24/05/2018,112.139999,112.150002,110.120003,111.230003,109.859497,13966300
25/05/2018,110.459999,111.080002,110.199997,110.660004,109.296516,8283500
29/05/2018,109.18,109.199997,104.959999,105.93,104.624794,30480400
30/05/2018,107.639999,108.599998,106.650002,108.349998,107.014977,17490800
31/05/2018,107.949997,108.190002,106.419998,107.010002,105.69149,19808200
01/06/2018,108.339996,108.940002,107.800003,108.400002,107.064362,13567200
04/06/2018,108.989998,109.260002,108.269997,108.449997,107.113747,8910400
05/06/2018,108.239998,108.309998,107.07,107.839996,106.511261,10415200
06/06/2018,108.660004,110.739998,108.480003,110.360001,109.000214,15453600
07/06/2018,111.18,111.5,110.029999,110.800003,109.434792,13444400
08/06/2018,110.620003,111.139999,110.059998,111.110001,109.740967,10383200
11/06/2018,111.120003,111.910004,110.769997,110.830002,109.464424,12642900
12/06/2018,111.139999,111.529999,109.519997,110.190002,108.832306,15294100
13/06/2018,110.459999,111.449997,109.580002,109.970001,108.615021,14979700
14/06/2018,110.279999,110.360001,107.779999,108.029999,106.698921,20487300
15/06/2018,107.800003,108.379997,106.269997,107.900002,106.570518,26028600
18/06/2018,107.260002,108.400002,106.690002,108.18,106.847076,9786800
19/06/2018,106.900002,107.879997,106.599998,107.550003,106.224838,12707200
20/06/2018,108.18,108.639999,107.440002,107.540001,106.214958,8876900
21/06/2018,107.099998,108.209999,106.529999,107.510002,106.185333,11048700
22/06/2018,108.160004,108.370003,105.510002,105.75,104.447014,19478900
25/06/2018,105.660004,105.699997,103.959999,104.790001,103.498848,16907600
26/06/2018,104.709999,105.209999,103.110001,104.860001,103.567978,17086800
27/06/2018,104.68,105.919998,103.230003,103.239998,101.967941,16276800
28/06/2018,103.68,105.459999,103.510002,104.93,103.637115,14491300
29/06/2018,106.68,106.900002,104.150002,104.199997,102.916115,18972400
02/07/2018,103.720001,105.089996,103.379997,105.080002,103.785271,11130000
03/07/2018,105.410004,105.779999,103.519997,103.610001,102.333389,8311700
05/07/2018,104.129997,104.379997,103.529999,103.720001,102.998726,10723400
06/07/2018,103.120003,104.5,102.199997,104.059998,103.336357,12173700
09/07/2018,104.709999,107.459999,104.709999,107.279999,106.533966,13900800
10/07/2018,108.019997,108.400002,106.529999,106.620003,105.878563,14575900
11/07/2018,106.309998,107.059998,106.209999,106.389999,105.650154,10186500
12/07/2018,107.419998,107.559998,105.970001,106.849998,106.106956,12456800
13/07/2018,107.300003,107.800003,105.139999,106.360001,105.620369,21289100
16/07/2018,107.050003,110.769997,106.980003,110.580002,109.81102,24662600
17/07/2018,110.690002,110.93,109.75,110.5,109.731575,14821900
18/07/2018,110.419998,112.120003,110.199997,111.529999,110.75441,14244900
19/07/2018,111.059998,111.089996,109.730003,109.889999,109.125816,16775300
20/07/2018,110,111.739998,109.779999,111.279999,110.506149,13578100
23/07/2018,111.059998,114.239998,110.93,113.349998,112.561752,18140000
24/07/2018,113.550003,114.779999,113.419998,114.150002,113.356194,14000400
25/07/2018,113.879997,115.519997,113.379997,115.18,114.379028,13329100
26/07/2018,115.419998,115.589996,114.580002,114.849998,114.051323,11897800
27/07/2018,115.18,116.300003,114.809998,116.029999,115.223114,12802700
30/07/2018,116.279999,117.610001,116.059998,116.730003,115.918251,13411600
31/07/2018,117.080002,117.080002,114.82,114.949997,114.150627,15843800
01/08/2018,115.75,116.690002,115.279999,115.660004,114.855698,13531600
02/08/2018,114.57,116.25,114.330002,116.150002,115.342285,11058100
03/08/2018,116,117.129997,115.940002,117.089996,116.275742,11016100
06/08/2018,116.790001,117.529999,116.18,117.120003,116.305542,9857400
07/08/2018,117.739998,118.290001,117.330002,117.550003,116.732552,10562100
08/08/2018,117.330002,118.269997,117.279999,117.790001,116.970879,8997100
09/08/2018,117.510002,117.720001,116.699997,116.879997,116.067207,9694200
10/08/2018,115.5,115.949997,114.68,115.730003,114.925209,12630600
13/08/2018,115.559998,115.879997,113.82,113.889999,113.098,10336300
14/08/2018,114.269997,115.040001,113.650002,114.650002,113.852715,10597600
15/08/2018,113.82,114.330002,112.970001,113.699997,112.909317,10152100
16/08/2018,114.349998,115.309998,114.300003,114.769997,113.971878,10118600
17/08/2018,114.639999,115.07,114.300003,114.769997,113.971878,8505100
20/08/2018,114.589996,115.050003,114.110001,114.620003,113.822929,8618700
21/08/2018,115.370003,116.389999,114.879997,115.32,114.518059,10976700
22/08/2018,115.309998,115.410004,114.779999,114.970001,114.170494,8314700
23/08/2018,114.959999,115.150002,114.43,114.730003,113.932159,9265400
24/08/2018,114.980003,115.220001,114.449997,114.68,113.882507,8845700
27/08/2018,115.220001,117.279999,115.169998,116.709999,115.898392,13768000
28/08/2018,117,117.029999,115.970001,116.139999,115.332352,8302600
29/08/2018,116.349998,116.370003,115.360001,115.760002,114.955002,7221700
30/08/2018,115.589996,116.040001,114.980003,115.190002,114.388962,8991800
31/08/2018,114.830002,114.839996,113.82,114.580002,113.783203,13065700
04/09/2018,114.339996,115.239998,113.629997,115.150002,114.349243,10174200
05/09/2018,115,115.699997,114.25,114.589996,113.793129,11462400
06/09/2018,114.5,114.699997,113.5,114.099998,113.306541,9877600
07/09/2018,114.5,114.769997,113.629997,114.32,113.525009,10955600
10/09/2018,114.849998,114.970001,113.660004,113.709999,112.91925,8276900
11/09/2018,113.540001,114.580002,113.18,114.43,113.634247,9333800
12/09/2018,114.25,114.879997,112.849998,113.080002,112.293633,10800800
13/09/2018,113.370003,114.129997,112.669998,113.519997,112.730568,12470800
14/09/2018,113.809998,114.489998,113.230003,113.5,112.710716,10337900
17/09/2018,113.790001,114.43,113.300003,113.839996,113.048347,9561300
18/09/2018,114.330002,114.660004,113.559998,114.300003,113.50515,7944200
19/09/2018,114.440002,118.059998,114.440002,117.620003,116.802063,16052800
20/09/2018,118.5,119.239998,118.080002,118.629997,117.805038,15590000
21/09/2018,119.129997,119.230003,117.739998,117.849998,117.030464,24788200
24/09/2018,117.760002,118.459999,116.43,116.720001,115.908325,12492500
25/09/2018,117.040001,117.970001,116.32,116.389999,115.580612,9308300
26/09/2018,116.75,116.870003,114.660004,115.019997,114.220139,14023600
27/09/2018,115.419998,115.760002,114.160004,114.519997,113.723618,13283000
28/09/2018,113.650002,114.239998,112.519997,112.839996,112.055298,15815100
01/10/2018,113.370003,114.610001,113.040001,113.5,112.710716,10146300
02/10/2018,113.360001,114.120003,112.809998,113.970001,113.177444,13753100
03/10/2018,114.940002,115.660004,114.480003,115.040001,114.240005,17142000
04/10/2018,114.550003,116.809998,114.209999,115.269997,115.269997,16357400
05/10/2018,115.830002,116.099998,114.019997,114.620003,114.620003,13777600
08/10/2018,114.25,115.779999,113.349998,115.32,115.32,14370900
09/10/2018,114.669998,115.029999,113.669998,114.519997,114.519997,14069500
10/10/2018,114.699997,114.949997,111.470001,111.470001,111.470001,23086400
11/10/2018,110.970001,111.470001,107.379997,108.129997,108.129997,33705600
12/10/2018,110.370003,110.830002,105.599998,106.949997,106.949997,32075700
15/10/2018,107.199997,108.849998,106.32,106.339996,106.339996,18903200
16/10/2018,107.160004,108.779999,106.730003,108.620003,108.620003,19302800
17/10/2018,108.379997,110.800003,108.230003,109.830002,109.830002,18794500
18/10/2018,109.019997,109.839996,107.809998,108.089996,108.089996,17582500
19/10/2018,107.650002,109.220001,107.269997,107.910004,107.910004,15234500
22/10/2018,108.150002,108.339996,106.110001,106.360001,106.360001,16199100
23/10/2018,104.199997,106.160004,103.699997,105.25,105.25,21407500
24/10/2018,104.760002,105.029999,102.910004,103.290001,103.290001,23168900
25/10/2018,104.18,105.900002,103.720001,104.860001,104.860001,17464700
26/10/2018,104,104.559998,102.730003,103.419998,103.419998,19174900
29/10/2018,104.459999,106.629997,103.699997,104.849998,104.849998,18445200
30/10/2018,105.709999,106.980003,104.860001,106.699997,106.699997,18019700
31/10/2018,108.080002,110.480003,107.790001,109.019997,109.019997,20860000
01/11/2018,109.620003,110.220001,108.32,108.980003,108.980003,13065000
02/11/2018,109.900002,110.809998,107.489998,108.379997,108.379997,19009200
05/11/2018,108.610001,109.290001,108.419998,109.089996,109.089996,10276400
06/11/2018,108.669998,109.669998,107.760002,109.599998,109.599998,10825000
07/11/2018,110.370003,111.730003,109.349998,111.480003,111.480003,12679600
08/11/2018,111.010002,112.93,111,112.379997,112.379997,11662500
09/11/2018,112.230003,112.360001,110.830002,111.290001,111.290001,10432200
12/11/2018,111.419998,111.940002,108.599998,108.949997,108.949997,13279700
13/11/2018,109.099998,111.120003,109.099998,109.589996,109.589996,13746100
14/11/2018,110.230003,110.709999,105.980003,107.330002,107.330002,18361400
15/11/2018,108.239998,110.080002,106.809998,110.07,110.07,19100000
16/11/2018,109.449997,110.760002,108.550003,109.989998,109.989998,13798600
19/11/2018,109.959999,111.199997,109.529999,110.830002,110.830002,13987000
20/11/2018,109.779999,110.489998,107.980003,108.449997,108.449997,18936200
21/11/2018,109.029999,109.610001,107.639999,107.639999,107.639999,10619600
23/11/2018,106.739998,107.389999,106.059998,106.650002,106.650002,6488400
26/11/2018,107.720001,109.970001,107.464996,109.379997,109.379997,7457039
